sim_minute,hour_of_day,solar_output_kw,consumption_kw,battery_level_kwh,net_flow_kw,time_sin,time_cos,is_deficit
52882,17.3667,0.015133,0.0338,12.91,-0.018667,-0.986286,-0.165048,0
52883,17.3833,0.011283,0.0321,12.8892,-0.020817,-0.986996,-0.160743,0
52884,17.4,0.01405,0.0295,12.8737,-0.01545,-0.987688,-0.156434,0
52885,17.4167,0.015967,0.0337,12.856,-0.017733,-0.988362,-0.152123,0
52886,17.4333,0.01375,0.032,12.8377,-0.01825,-0.989016,-0.147809,0
52887,17.45,0.0136,0.0296,12.8217,-0.016,-0.989651,-0.143493,0
52888,17.4667,0.01435,0.032,12.8041,-0.01765,-0.990268,-0.139173,0
52889,17.4833,0.0124,0.032,12.7845,-0.0196,-0.990866,-0.134851,0
52890,17.5,0.0117,0.0331,12.7631,-0.0214,-0.991445,-0.130526,0
52891,17.5167,0.007383,0.0322,12.7383,-0.024817,-0.992005,-0.126199,0
52892,17.5333,0.0135,0.0323,12.7195,-0.0188,-0.992546,-0.121869,0
52893,17.55,0.011717,0.0317,12.6995,-0.019983,-0.993068,-0.117537,0
52894,17.5667,0.00965,0.0302,12.679,-0.02055,-0.993572,-0.113203,0
52895,17.5833,0.011533,0.0318,12.6587,-0.020267,-0.994056,-0.108867,0
52896,17.6,0.0089,0.0318,12.6358,-0.0229,-0.994522,-0.104528,0
52897,17.6167,0.008333,0.0294,12.6147,-0.021067,-0.994969,-0.100188,0
52898,17.6333,0.01075,0.0324,12.593,-0.02165,-0.995396,-0.095846,0
52899,17.65,0.005,0.0294,12.5686,-0.0244,-0.995805,-0.091502,0
52900,17.6667,0.005783,0.0309,12.5435,-0.025117,-0.996195,-0.087156,0
52901,17.6833,0.007633,0.0336,12.5175,-0.025967,-0.996566,-0.082808,0
52902,17.7,0.007367,0.032,12.4929,-0.024633,-0.996917,-0.078459,0
52903,17.7167,0.006117,0.0309,12.4681,-0.024783,-0.99725,-0.074108,0
52904,17.7333,0.006067,0.0271,12.4471,-0.021033,-0.997564,-0.069756,0
52905,17.75,0.00895,0.0344,12.4217,-0.02545,-0.997859,-0.065403,0
52906,17.7667,0.00575,0.0326,12.3948,-0.02685,-0.998135,-0.061049,0
52907,17.7833,0.008983,0.031,12.3728,-0.022017,-0.998392,-0.056693,0
52908,17.8,0.004933,0.0323,12.3454,-0.027367,-0.99863,-0.052336,0
52909,17.8167,0.007167,0.0285,12.3241,-0.021333,-0.998848,-0.047978,0
52910,17.8333,0.004833,0.0287,12.3002,-0.023867,-0.999048,-0.043619,0
52911,17.85,0.001517,0.0346,12.2671,-0.033083,-0.999229,-0.03926,0
52912,17.8667,0.005333,0.0306,12.2418,-0.025267,-0.999391,-0.034899,0
52913,17.8833,0.001583,0.0325,12.2109,-0.030917,-0.999534,-0.030539,0
52914,17.9,0.00795,0.0302,12.1886,-0.02225,-0.999657,-0.026177,0
52915,17.9167,0.001233,0.0283,12.1615,-0.027067,-0.999762,-0.021815,0
52916,17.9333,0.003933,0.029,12.1364,-0.025067,-0.999848,-0.017452,0
52917,17.95,0.003033,0.0344,12.105,-0.031367,-0.999914,-0.01309,0
52918,17.9667,0.0027,0.0272,12.0805,-0.0245,-0.999962,-0.008727,0
52919,17.9833,0.0,0.0325,12.048,-0.0325,-0.99999,-0.004363,0
52920,18.0,0.0,0.0684,11.9796,-0.0684,-1.0,-0.0,0
52921,18.0167,0.0,0.0678,11.9118,-0.0678,-0.99999,0.004363,0
52922,18.0333,0.0,0.0732,11.8386,-0.0732,-0.999962,0.008727,0
52923,18.05,0.0,0.0682,11.7704,-0.0682,-0.999914,0.01309,0
52924,18.0667,0.0,0.0695,11.7009,-0.0695,-0.999848,0.017452,0
52925,18.0833,0.0,0.1305,11.5704,-0.1305,-0.999762,0.021815,0
52926,18.1,0.0,0.1294,11.441,-0.1294,-0.999657,0.026177,0
52927,18.1167,0.0,0.1325,11.3085,-0.1325,-0.999534,0.030539,0
52928,18.1333,0.0,0.1292,11.1793,-0.1292,-0.999391,0.034899,0
52929,18.15,0.0,0.1286,11.0507,-0.1286,-0.999229,0.03926,0
52930,18.1667,0.0,0.1287,10.922,-0.1287,-0.999048,0.043619,0
52931,18.1833,0.0,0.1365,10.7855,-0.1365,-0.998848,0.047978,0
52932,18.2,0.0,0.1317,10.6538,-0.1317,-0.99863,0.052336,0
52933,18.2167,0.0,0.1324,10.5214,-0.1324,-0.998392,0.056693,0
52934,18.2333,0.0,0.1305,10.3909,-0.1305,-0.998135,0.061049,0
52935,18.25,0.0,0.1324,10.2585,-0.1324,-0.997859,0.065403,0
52936,18.2667,0.0,0.132,10.1265,-0.132,-0.997564,0.069756,0
52937,18.2833,0.0,0.132,9.9945,-0.132,-0.99725,0.074108,0
52938,18.3,0.0,0.1339,9.8606,-0.1339,-0.996917,0.078459,0
52939,18.3167,0.0,0.1318,9.7288,-0.1318,-0.996566,0.082808,0
52940,18.3333,0.0,0.1323,9.5965,-0.1323,-0.996195,0.087156,0
52941,18.35,0.0,0.1304,9.4661,-0.1304,-0.995805,0.091502,0
52942,18.3667,0.0,0.1299,9.3362,-0.1299,-0.995396,0.095846,0
52943,18.3833,0.0,0.1323,9.2039,-0.1323,-0.994969,0.100188,0
52944,18.4,0.0,0.1344,9.0695,-0.1344,-0.994522,0.104528,0
52945,18.4167,0.0,0.1327,8.9368,-0.1327,-0.994056,0.108867,0
52946,18.4333,0.0,0.1305,8.8063,-0.1305,-0.993572,0.113203,0
52947,18.45,0.0,0.1314,8.6749,-0.1314,-0.993068,0.117537,0
52948,18.4667,0.0,0.1343,8.5406,-0.1343,-0.992546,0.121869,0
52949,18.4833,0.0,0.1348,8.4058,-0.1348,-0.992005,0.126199,0
52950,18.5,0.0,0.1341,8.2717,-0.1341,-0.991445,0.130526,0
52951,18.5167,0.0,0.1358,8.1359,-0.1358,-0.990866,0.134851,0
52952,18.5333,0.0,0.1298,8.0061,-0.1298,-0.990268,0.139173,0
52953,18.55,0.0,0.1318,7.8743,-0.1318,-0.989651,0.143493,0
52954,18.5667,0.0,0.1347,7.7396,-0.1347,-0.989016,0.147809,0
52955,18.5833,0.0,0.1302,7.6094,-0.1302,-0.988362,0.152123,0
52956,18.6,0.0,0.1296,7.4798,-0.1296,-0.987688,0.156434,0
52957,18.6167,0.0,0.1342,7.3456,-0.1342,-0.986996,0.160743,0
52958,18.6333,0.0,0.1323,7.2133,-0.1323,-0.986286,0.165048,0
52959,18.65,0.0,0.1303,7.083,-0.1303,-0.985556,0.16935,0
52960,18.6667,0.0,0.1302,6.9528,-0.1302,-0.984808,0.173648,0
52961,18.6833,0.0,0.1297,6.8231,-0.1297,-0.984041,0.177944,0
52962,18.7,0.0,0.129,6.6941,-0.129,-0.983255,0.182236,0
52963,18.7167,0.0,0.0674,6.6267,-0.0674,-0.98245,0.186524,0
52964,18.7333,0.0,0.0707,6.556,-0.0707,-0.981627,0.190809,0
52965,18.75,0.0,0.07,6.486,-0.07,-0.980785,0.19509,0
52966,18.7667,0.0,0.0706,6.4154,-0.0706,-0.979925,0.199368,0
52967,18.7833,0.0,0.0715,6.3439,-0.0715,-0.979045,0.203642,0
52968,18.8,0.0,0.0714,6.2725,-0.0714,-0.978148,0.207912,0
52969,18.8167,0.0,0.0671,6.2054,-0.0671,-0.977231,0.212178,0
52970,18.8333,0.0,0.0671,6.1383,-0.0671,-0.976296,0.21644,0
52971,18.85,0.0,0.0684,6.0699,-0.0684,-0.975342,0.220697,0
52972,18.8667,0.0,0.07,5.9999,-0.07,-0.97437,0.224951,0
52973,18.8833,0.0,0.0696,5.9303,-0.0696,-0.973379,0.2292,0
52974,18.9,0.0,0.0685,5.8618,-0.0685,-0.97237,0.233445,0
52975,18.9167,0.0,0.0684,5.7934,-0.0684,-0.971342,0.237686,0
52976,18.9333,0.0,0.0722,5.7212,-0.0722,-0.970296,0.241922,0
52977,18.95,0.0,0.0702,5.651,-0.0702,-0.969231,0.246153,0
52978,18.9667,0.0,0.0705,5.5805,-0.0705,-0.968148,0.25038,0
52979,18.9833,0.0,0.0727,5.5078,-0.0727,-0.967046,0.254602,0
52980,19.0,0.0,0.0688,5.439,-0.0688,-0.965926,0.258819,0
52981,19.0167,0.0,0.0655,5.3735,-0.0655,-0.964787,0.263031,0
52982,19.0333,0.0,0.0737,5.2998,-0.0737,-0.96363,0.267238,0
52983,19.05,0.0,0.0699,5.2299,-0.0699,-0.962455,0.27144,0
52984,19.0667,0.0,0.0734,5.1565,-0.0734,-0.961262,0.275637,0
52985,19.0833,0.0,0.0715,5.085,-0.0715,-0.96005,0.279829,0
52986,19.1,0.0,0.0691,5.0159,-0.0691,-0.95882,0.284015,0
52987,19.1167,0.0,0.0714,4.9445,-0.0714,-0.957571,0.288196,0
52988,19.1333,0.0,0.0684,4.8761,-0.0684,-0.956305,0.292372,0
52989,19.15,0.0,0.0699,4.8062,-0.0699,-0.95502,0.296542,0
52990,19.1667,0.0,0.0693,4.7369,-0.0693,-0.953717,0.300706,0
52991,19.1833,0.0,0.0724,4.6645,-0.0724,-0.952396,0.304864,0
52992,19.2,0.0,0.0654,4.5991,-0.0654,-0.951057,0.309017,0
52993,19.2167,0.0,0.0696,4.5295,-0.0696,-0.949699,0.313164,0
52994,19.2333,0.0,0.0719,4.4576,-0.0719,-0.948324,0.317305,0
52995,19.25,0.0,0.0688,4.3888,-0.0688,-0.94693,0.321439,0
52996,19.2667,0.0,0.0705,4.3183,-0.0705,-0.945519,0.325568,0
52997,19.2833,0.0,0.0714,4.2469,-0.0714,-0.944089,0.329691,0
52998,19.3,0.0,0.0679,4.179,-0.0679,-0.942641,0.333807,0
52999,19.3167,0.0,0.07,4.109,-0.07,-0.941176,0.337917,0
53000,19.3333,0.0,0.0735,4.0355,-0.0735,-0.939693,0.34202,0
53001,19.35,0.0,0.0693,3.9662,-0.0693,-0.938191,0.346117,0
53002,19.3667,0.0,0.0721,3.8941,-0.0721,-0.936672,0.350207,0
53003,19.3833,0.0,0.0727,3.8214,-0.0727,-0.935135,0.354291,0
53004,19.4,0.0,0.0683,3.7531,-0.0683,-0.93358,0.358368,0
53005,19.4167,0.0,0.0766,3.6765,-0.0766,-0.932008,0.362438,0
53006,19.4333,0.0,0.0713,3.6052,-0.0713,-0.930418,0.366501,0
53007,19.45,0.0,0.0706,3.5346,-0.0706,-0.92881,0.370557,0
53008,19.4667,0.0,0.0715,3.4631,-0.0715,-0.927184,0.374607,0
53009,19.4833,0.0,0.0738,3.3893,-0.0738,-0.925541,0.378649,0
53010,19.5,0.0,0.0694,3.3199,-0.0694,-0.92388,0.382683,0
53011,19.5167,0.0,0.0724,3.2475,-0.0724,-0.922201,0.386711,0
53012,19.5333,0.0,0.0717,3.1758,-0.0717,-0.920505,0.390731,0
53013,19.55,0.0,0.1451,3.0307,-0.1451,-0.918791,0.394744,0
53014,19.5667,0.0,0.1448,2.8859,-0.1448,-0.91706,0.398749,0
53015,19.5833,0.0,0.1486,2.7373,-0.1486,-0.915311,0.402747,0
53016,19.6,0.0,0.1444,2.5929,-0.1444,-0.913545,0.406737,0
53017,19.6167,0.0,0.1446,2.4483,-0.1446,-0.911762,0.410719,0
53018,19.6333,0.0,0.1465,2.3018,-0.1465,-0.909961,0.414693,0
53019,19.65,0.0,0.1448,2.157,-0.1448,-0.908143,0.41866,0
53020,19.6667,0.0,0.1486,2.0084,-0.1486,-0.906308,0.422618,0
53021,19.6833,0.0,0.1489,1.8595,-0.1489,-0.904455,0.426569,0
53022,19.7,0.0,0.1485,1.711,-0.1485,-0.902585,0.430511,0
53023,19.7167,0.0,0.147,1.564,-0.147,-0.900698,0.434445,0
53024,19.7333,0.0,0.1478,1.4162,-0.1478,-0.898794,0.438371,0
53025,19.75,0.0,0.1463,1.2699,-0.1463,-0.896873,0.442289,0
53026,19.7667,0.0,0.1458,1.1241,-0.1458,-0.894934,0.446198,0
53027,19.7833,0.0,0.1459,0.9782,-0.1459,-0.892979,0.450098,0
53028,19.8,0.0,0.1485,0.8297,-0.1485,-0.891007,0.45399,0
53029,19.8167,0.0,0.1447,0.685,-0.1447,-0.889017,0.457874,0
53030,19.8333,0.0,0.144,0.541,-0.144,-0.887011,0.461749,0
53031,19.85,0.0,0.1476,0.3934,-0.1476,-0.884988,0.465615,0
53032,19.8667,0.0,0.1452,0.2482,-0.1452,-0.882948,0.469472,0
53033,19.8833,0.0,0.1454,0.1028,-0.1454,-0.880891,0.47332,0
53034,19.9,0.0,0.1468,0.0,-0.1468,-0.878817,0.477159,1
53035,19.9167,0.0,0.15,0.0,-0.15,-0.876727,0.480989,1
53036,19.9333,0.0,0.1487,0.0,-0.1487,-0.87462,0.48481,1
53037,19.95,0.0,0.145,0.0,-0.145,-0.872496,0.488621,1
53038,19.9667,0.0,0.1463,0.0,-0.1463,-0.870356,0.492424,1
53039,19.9833,0.0,0.1493,0.0,-0.1493,-0.868199,0.496217,1
53040,20.0,0.0,0.1456,0.0,-0.1456,-0.866025,0.5,1
53041,20.0167,0.0,0.1465,0.0,-0.1465,-0.863836,0.503774,1
53042,20.0333,0.0,0.1465,0.0,-0.1465,-0.861629,0.507538,1
53043,20.05,0.0,0.1488,0.0,-0.1488,-0.859406,0.511293,1
53044,20.0667,0.0,0.1497,0.0,-0.1497,-0.857167,0.515038,1
53045,20.0833,0.0,0.1492,0.0,-0.1492,-0.854912,0.518773,1
53046,20.1,0.0,0.1491,0.0,-0.1491,-0.85264,0.522499,1
53047,20.1167,0.0,0.1465,0.0,-0.1465,-0.850352,0.526214,1
53048,20.1333,0.0,0.0718,0.0,-0.0718,-0.848048,0.529919,1
53049,20.15,0.0,0.0697,0.0,-0.0697,-0.845728,0.533615,1
53050,20.1667,0.0,0.0674,0.0,-0.0674,-0.843391,0.5373,1
53051,20.1833,0.0,0.0687,0.0,-0.0687,-0.841039,0.540974,1
53052,20.2,0.0,0.0713,0.0,-0.0713,-0.838671,0.544639,1
53053,20.2167,0.0,0.068,0.0,-0.068,-0.836286,0.548293,1
53054,20.2333,0.0,0.0692,0.0,-0.0692,-0.833886,0.551937,1
53055,20.25,0.0,0.0676,0.0,-0.0676,-0.83147,0.55557,1
53056,20.2667,0.0,0.0748,0.0,-0.0748,-0.829038,0.559193,1
53057,20.2833,0.0,0.0746,0.0,-0.0746,-0.82659,0.562805,1
53058,20.3,0.0,0.0706,0.0,-0.0706,-0.824126,0.566406,1
53059,20.3167,0.0,0.0675,0.0,-0.0675,-0.821647,0.569997,1
53060,20.3333,0.0,0.0719,0.0,-0.0719,-0.819152,0.573576,1
53061,20.35,0.0,0.0763,0.0,-0.0763,-0.816642,0.577145,1
53062,20.3667,0.0,0.0732,0.0,-0.0732,-0.814116,0.580703,1
53063,20.3833,0.0,0.0696,0.0,-0.0696,-0.811574,0.58425,1
53064,20.4,0.0,0.0718,0.0,-0.0718,-0.809017,0.587785,1
53065,20.4167,0.0,0.0691,0.0,-0.0691,-0.806445,0.59131,1
53066,20.4333,0.0,0.0675,0.0,-0.0675,-0.803857,0.594823,1
53067,20.45,0.0,0.1376,0.0,-0.1376,-0.801254,0.598325,1
53068,20.4667,0.0,0.1377,0.0,-0.1377,-0.798636,0.601815,1
53069,20.4833,0.0,0.1397,0.0,-0.1397,-0.796002,0.605294,1
53070,20.5,0.0,0.1371,0.0,-0.1371,-0.793353,0.608761,1
53071,20.5167,0.0,0.1391,0.0,-0.1391,-0.79069,0.612217,1
53072,20.5333,0.0,0.1349,0.0,-0.1349,-0.788011,0.615661,1
53073,20.55,0.0,0.1332,0.0,-0.1332,-0.785317,0.619094,1
53074,20.5667,0.0,0.1376,0.0,-0.1376,-0.782608,0.622515,1
53075,20.5833,0.0,0.1386,0.0,-0.1386,-0.779884,0.625923,1
53076,20.6,0.0,0.136,0.0,-0.136,-0.777146,0.62932,1
53077,20.6167,0.0,0.1387,0.0,-0.1387,-0.774393,0.632705,1
53078,20.6333,0.0,0.1369,0.0,-0.1369,-0.771625,0.636078,1
53079,20.65,0.0,0.1368,0.0,-0.1368,-0.768842,0.639439,1
53080,20.6667,0.0,0.1384,0.0,-0.1384,-0.766044,0.642788,1
53081,20.6833,0.0,0.138,0.0,-0.138,-0.763232,0.646124,1
53082,20.7,0.0,0.136,0.0,-0.136,-0.760406,0.649448,1
53083,20.7167,0.0,0.1401,0.0,-0.1401,-0.757565,0.65276,1
53084,20.7333,0.0,0.1359,0.0,-0.1359,-0.75471,0.656059,1
53085,20.75,0.0,0.1397,0.0,-0.1397,-0.75184,0.659346,1
53086,20.7667,0.0,0.1397,0.0,-0.1397,-0.748956,0.66262,1
53087,20.7833,0.0,0.136,0.0,-0.136,-0.746057,0.665882,1
53088,20.8,0.0,0.1383,0.0,-0.1383,-0.743145,0.669131,1
53089,20.8167,0.0,0.1361,0.0,-0.1361,-0.740218,0.672367,1
53090,20.8333,0.0,0.1389,0.0,-0.1389,-0.737277,0.67559,1
53091,20.85,0.0,0.1365,0.0,-0.1365,-0.734323,0.678801,1
53092,20.8667,0.0,0.1373,0.0,-0.1373,-0.731354,0.681998,1
53093,20.8833,0.0,0.1362,0.0,-0.1362,-0.728371,0.685183,1
53094,20.9,0.0,0.1396,0.0,-0.1396,-0.725374,0.688355,1
53095,20.9167,0.0,0.1371,0.0,-0.1371,-0.722364,0.691513,1
53096,20.9333,0.0,0.1347,0.0,-0.1347,-0.71934,0.694658,1
53097,20.95,0.0,0.1411,0.0,-0.1411,-0.716302,0.69779,1
53098,20.9667,0.0,0.1366,0.0,-0.1366,-0.71325,0.700909,1
53099,20.9833,0.0,0.1403,0.0,-0.1403,-0.710185,0.704015,1
53100,21.0,0.0,0.1377,0.0,-0.1377,-0.707107,0.707107,1
53101,21.0167,0.0,0.136,0.0,-0.136,-0.704015,0.710185,1
53102,21.0333,0.0,0.1353,0.0,-0.1353,-0.700909,0.71325,1
53103,21.05,0.0,0.1367,0.0,-0.1367,-0.69779,0.716302,1
53104,21.0667,0.0,0.1387,0.0,-0.1387,-0.694658,0.71934,1
53105,21.0833,0.0,0.1415,0.0,-0.1415,-0.691513,0.722364,1
53106,21.1,0.0,0.1366,0.0,-0.1366,-0.688355,0.725374,1
53107,21.1167,0.0,0.1376,0.0,-0.1376,-0.685183,0.728371,1
53108,21.1333,0.0,0.1374,0.0,-0.1374,-0.681998,0.731354,1
53109,21.15,0.0,0.1408,0.0,-0.1408,-0.678801,0.734323,1
53110,21.1667,0.0,0.1335,0.0,-0.1335,-0.67559,0.737277,1
53111,21.1833,0.0,0.137,0.0,-0.137,-0.672367,0.740218,1
53112,21.2,0.0,0.1385,0.0,-0.1385,-0.669131,0.743145,1
53113,21.2167,0.0,0.1412,0.0,-0.1412,-0.665882,0.746057,1
53114,21.2333,0.0,0.0661,0.0,-0.0661,-0.66262,0.748956,1
53115,21.25,0.0,0.0699,0.0,-0.0699,-0.659346,0.75184,1
53116,21.2667,0.0,0.0745,0.0,-0.0745,-0.656059,0.75471,1
53117,21.2833,0.0,0.0692,0.0,-0.0692,-0.65276,0.757565,1
53118,21.3,0.0,0.0747,0.0,-0.0747,-0.649448,0.760406,1
53119,21.3167,0.0,0.0715,0.0,-0.0715,-0.646124,0.763232,1
53120,21.3333,0.0,0.071,0.0,-0.071,-0.642788,0.766044,1
53121,21.35,0.0,0.0725,0.0,-0.0725,-0.639439,0.768842,1
53122,21.3667,0.0,0.0685,0.0,-0.0685,-0.636078,0.771625,1
53123,21.3833,0.0,0.0725,0.0,-0.0725,-0.632705,0.774393,1
53124,21.4,0.0,0.0693,0.0,-0.0693,-0.62932,0.777146,1
53125,21.4167,0.0,0.0675,0.0,-0.0675,-0.625923,0.779884,1
53126,21.4333,0.0,0.0744,0.0,-0.0744,-0.622515,0.782608,1
53127,21.45,0.0,0.0708,0.0,-0.0708,-0.619094,0.785317,1
53128,21.4667,0.0,0.0679,0.0,-0.0679,-0.615661,0.788011,1
53129,21.4833,0.0,0.0705,0.0,-0.0705,-0.612217,0.79069,1
53130,21.5,0.0,0.071,0.0,-0.071,-0.608761,0.793353,1
53131,21.5167,0.0,0.0691,0.0,-0.0691,-0.605294,0.796002,1
53132,21.5333,0.0,0.0717,0.0,-0.0717,-0.601815,0.798636,1
53133,21.55,0.0,0.0682,0.0,-0.0682,-0.598325,0.801254,1
53134,21.5667,0.0,0.0695,0.0,-0.0695,-0.594823,0.803857,1
53135,21.5833,0.0,0.0694,0.0,-0.0694,-0.59131,0.806445,1
53136,21.6,0.0,0.0669,0.0,-0.0669,-0.587785,0.809017,1
53137,21.6167,0.0,0.0715,0.0,-0.0715,-0.58425,0.811574,1
53138,21.6333,0.0,0.0703,0.0,-0.0703,-0.580703,0.814116,1
53139,21.65,0.0,0.0731,0.0,-0.0731,-0.577145,0.816642,1
53140,21.6667,0.0,0.0701,0.0,-0.0701,-0.573576,0.819152,1
53141,21.6833,0.0,0.0728,0.0,-0.0728,-0.569997,0.821647,1
53142,21.7,0.0,0.0735,0.0,-0.0735,-0.566406,0.824126,1
53143,21.7167,0.0,0.0718,0.0,-0.0718,-0.562805,0.82659,1
53144,21.7333,0.0,0.0702,0.0,-0.0702,-0.559193,0.829038,1
53145,21.75,0.0,0.0685,0.0,-0.0685,-0.55557,0.83147,1
53146,21.7667,0.0,0.0669,0.0,-0.0669,-0.551937,0.833886,1
53147,21.7833,0.0,0.0706,0.0,-0.0706,-0.548293,0.836286,1
53148,21.8,0.0,0.071,0.0,-0.071,-0.544639,0.838671,1
53149,21.8167,0.0,0.0652,0.0,-0.0652,-0.540974,0.841039,1
53150,21.8333,0.0,0.0684,0.0,-0.0684,-0.5373,0.843391,1
53151,21.85,0.0,0.072,0.0,-0.072,-0.533615,0.845728,1
53152,21.8667,0.0,0.0715,0.0,-0.0715,-0.529919,0.848048,1
53153,21.8833,0.0,0.068,0.0,-0.068,-0.526214,0.850352,1
53154,21.9,0.0,0.0738,0.0,-0.0738,-0.522499,0.85264,1
53155,21.9167,0.0,0.0725,0.0,-0.0725,-0.518773,0.854912,1
53156,21.9333,0.0,0.0694,0.0,-0.0694,-0.515038,0.857167,1
53157,21.95,0.0,0.0704,0.0,-0.0704,-0.511293,0.859406,1
53158,21.9667,0.0,0.0717,0.0,-0.0717,-0.507538,0.861629,1
53159,21.9833,0.0,0.0655,0.0,-0.0655,-0.503774,0.863836,1
53160,22.0,0.0,0.0158,0.0,-0.0158,-0.5,0.866025,1
53161,22.0167,0.0,0.0193,0.0,-0.0193,-0.496217,0.868199,1
53162,22.0333,0.0,0.0154,0.0,-0.0154,-0.492424,0.870356,1
53163,22.05,0.0,0.0174,0.0,-0.0174,-0.488621,0.872496,1
53164,22.0667,0.0,0.0154,0.0,-0.0154,-0.48481,0.87462,1
53165,22.0833,0.0,0.0185,0.0,-0.0185,-0.480989,0.876727,1
53166,22.1,0.0,0.0175,0.0,-0.0175,-0.477159,0.878817,1
53167,22.1167,0.0,0.0133,0.0,-0.0133,-0.47332,0.880891,1
53168,22.1333,0.0,0.0128,0.0,-0.0128,-0.469472,0.882948,1
53169,22.15,0.0,0.0121,0.0,-0.0121,-0.465615,0.884988,1
53170,22.1667,0.0,0.015,0.0,-0.015,-0.461749,0.887011,1
53171,22.1833,0.0,0.0159,0.0,-0.0159,-0.457874,0.889017,1
53172,22.2,0.0,0.0178,0.0,-0.0178,-0.45399,0.891007,1
53173,22.2167,0.0,0.013,0.0,-0.013,-0.450098,0.892979,1
53174,22.2333,0.0,0.0215,0.0,-0.0215,-0.446198,0.894934,1
53175,22.25,0.0,0.0177,0.0,-0.0177,-0.442289,0.896873,1
53176,22.2667,0.0,0.0178,0.0,-0.0178,-0.438371,0.898794,1
53177,22.2833,0.0,0.0138,0.0,-0.0138,-0.434445,0.900698,1
53178,22.3,0.0,0.0154,0.0,-0.0154,-0.430511,0.902585,1
53179,22.3167,0.0,0.0145,0.0,-0.0145,-0.426569,0.904455,1
53180,22.3333,0.0,0.0133,0.0,-0.0133,-0.422618,0.906308,1
53181,22.35,0.0,0.017,0.0,-0.017,-0.41866,0.908143,1
53182,22.3667,0.0,0.017,0.0,-0.017,-0.414693,0.909961,1
53183,22.3833,0.0,0.0189,0.0,-0.0189,-0.410719,0.911762,1
53184,22.4,0.0,0.0177,0.0,-0.0177,-0.406737,0.913545,1
53185,22.4167,0.0,0.0208,0.0,-0.0208,-0.402747,0.915311,1
53186,22.4333,0.0,0.0183,0.0,-0.0183,-0.398749,0.91706,1
53187,22.45,0.0,0.0182,0.0,-0.0182,-0.394744,0.918791,1
53188,22.4667,0.0,0.015,0.0,-0.015,-0.390731,0.920505,1
53189,22.4833,0.0,0.0161,0.0,-0.0161,-0.386711,0.922201,1
53190,22.5,0.0,0.0158,0.0,-0.0158,-0.382683,0.92388,1
53191,22.5167,0.0,0.0135,0.0,-0.0135,-0.378649,0.925541,1
53192,22.5333,0.0,0.0168,0.0,-0.0168,-0.374607,0.927184,1
53193,22.55,0.0,0.017,0.0,-0.017,-0.370557,0.92881,1
53194,22.5667,0.0,0.016,0.0,-0.016,-0.366501,0.930418,1
53195,22.5833,0.0,0.0149,0.0,-0.0149,-0.362438,0.932008,1
53196,22.6,0.0,0.0192,0.0,-0.0192,-0.358368,0.93358,1
53197,22.6167,0.0,0.0159,0.0,-0.0159,-0.354291,0.935135,1
53198,22.6333,0.0,0.0196,0.0,-0.0196,-0.350207,0.936672,1
53199,22.65,0.0,0.0184,0.0,-0.0184,-0.346117,0.938191,1
53200,22.6667,0.0,0.0155,0.0,-0.0155,-0.34202,0.939693,1
53201,22.6833,0.0,0.0167,0.0,-0.0167,-0.337917,0.941176,1
53202,22.7,0.0,0.0143,0.0,-0.0143,-0.333807,0.942641,1
53203,22.7167,0.0,0.0191,0.0,-0.0191,-0.329691,0.944089,1
53204,22.7333,0.0,0.0153,0.0,-0.0153,-0.325568,0.945519,1
53205,22.75,0.0,0.0159,0.0,-0.0159,-0.321439,0.94693,1
53206,22.7667,0.0,0.0173,0.0,-0.0173,-0.317305,0.948324,1
53207,22.7833,0.0,0.016,0.0,-0.016,-0.313164,0.949699,1
53208,22.8,0.0,0.0197,0.0,-0.0197,-0.309017,0.951057,1
53209,22.8167,0.0,0.0179,0.0,-0.0179,-0.304864,0.952396,1
53210,22.8333,0.0,0.0162,0.0,-0.0162,-0.300706,0.953717,1
53211,22.85,0.0,0.0163,0.0,-0.0163,-0.296542,0.95502,1
53212,22.8667,0.0,0.0157,0.0,-0.0157,-0.292372,0.956305,1
53213,22.8833,0.0,0.0119,0.0,-0.0119,-0.288196,0.957571,1
53214,22.9,0.0,0.0127,0.0,-0.0127,-0.284015,0.95882,1
53215,22.9167,0.0,0.0172,0.0,-0.0172,-0.279829,0.96005,1
53216,22.9333,0.0,0.0182,0.0,-0.0182,-0.275637,0.961262,1
53217,22.95,0.0,0.0182,0.0,-0.0182,-0.27144,0.962455,1
53218,22.9667,0.0,0.0153,0.0,-0.0153,-0.267238,0.96363,1
53219,22.9833,0.0,0.0207,0.0,-0.0207,-0.263031,0.964787,1
53220,23.0,0.0,0.0206,0.0,-0.0206,-0.258819,0.965926,1
53221,23.0167,0.0,0.0128,0.0,-0.0128,-0.254602,0.967046,1
53222,23.0333,0.0,0.0163,0.0,-0.0163,-0.25038,0.968148,1
53223,23.05,0.0,0.0186,0.0,-0.0186,-0.246153,0.969231,1
53224,23.0667,0.0,0.0188,0.0,-0.0188,-0.241922,0.970296,1
53225,23.0833,0.0,0.0169,0.0,-0.0169,-0.237686,0.971342,1
53226,23.1,0.0,0.016,0.0,-0.016,-0.233445,0.97237,1
53227,23.1167,0.0,0.0169,0.0,-0.0169,-0.2292,0.973379,1
53228,23.1333,0.0,0.0175,0.0,-0.0175,-0.224951,0.97437,1
53229,23.15,0.0,0.0125,0.0,-0.0125,-0.220697,0.975342,1
